Volcano_Number,Volcano_Name,Eruption_Number,Eruption_Category,Area_of_Activity,VEI,VEI_Modifier,Start_Year_Modifier,Start_Year,Start_Year_Uncertainty,Start_Month,Start_Day_Modifier,Start_Day,Start_Day_Uncertainty,Evidence_Method_(dating),End_Year_Modifier,End_Year,End_Year_Uncertainty,End_Month,End_Day_Modifier,End_Day,End_Day_Uncertainty,Latitude,Longitude,cluster,startdate,type
285040,Shikotsu,18623,Confirmed Eruption,Tarumai,3,,,1909,,1,,11,,Historical Observations,,1909,,4,,22,,42.688,141.38,7,1909-01-11,0
263310,Tengger Caldera,16046,Confirmed Eruption,Bromo,2,,,1909,,1,,12,,Historical Observations,,1909,,1,,14,,-7.942,112.95,10,1909-01-12,0
283110,Asamayama,17773,Confirmed Eruption,,1,,,1909,,1,,29,,Historical Observations,,1914,,6,,24,,36.406,138.523,7,1909-01-29,0
263250,Merapi,15895,Confirmed Eruption,West dome,1,,,1909,,2,,1,,Historical Observations,,1913,,5,,0,,-7.542,110.442,10,1909-02-01,0
241080,Tongariro,14564,Confirmed Eruption,Ngauruhoe,2,,,1909,,3,,1,,Historical Observations,,1909,,7,,0,,-39.157,175.632,11,1909-03-01,0
358020,Calbuco,12256,Confirmed Eruption,,2,,,1909,,3,,1,,Historical Observations,,,,,,,,-41.326,-72.614,3,1909-03-01,0
233020,Fournaise  Piton de la,14315,Confirmed Eruption,East of Cratère Faujas,2,,,1909,,4,,1,,Historical Observations,,,,,,,,-21.244,55.708,2,1909-04-01,0
282110,Asosan,17295,Confirmed Eruption,Naka-dake,2,,,1909,,4,,1,,Historical Observations,,,,,,,,32.884,131.104,8,1909-04-01,0
251010,Bam,14877,Confirmed Eruption,,2,,,1909,,4,,19,,Historical Observations,,1909,,9,,13,,-3.613,144.818,11,1909-04-19,0
224010,Cameroon,14126,Confirmed Eruption,NE flank (2400 m; Okoli Craters),2,,,1909,,4,,28,,Historical Observations,,1909,,6,?,0,,4.203,9.17,9,1909-04-28,0
223020,Nyamuragira,14052,Confirmed Eruption,Summit caldera,1,?,,1909,,5,,1,,Historical Observations,,1909,,5,,0,,-1.408,29.2,9,1909-05-01,0
263060,Gede-Pangrango,15661,Confirmed Eruption,,1,,,1909,,5,,2,,Historical Observations,,1909,,5,,2,,-6.77,106.965,10,1909-05-02,0
241040,White Island,14468,Confirmed Eruption,,2,,,1909,,5,,13,,Historical Observations,,,,,,,,-37.52,177.18,11,1909-05-13,0
300260,Klyuchevskoy,19433,Confirmed Eruption,,2,,,1909,,6,,1,,Historical Observations,,,,,,,,56.056,160.642,7,1909-06-01,0
261180,Sumbing,15534,Confirmed Eruption,,2,,,1909,,6,,3,,Historical Observations,,1909,,7,,0,,-2.414,101.728,10,1909-06-03,0
257040,Ambrym,15251,Confirmed Eruption,,2,?,,1909,,7,?,28,,Historical Observations,,,,,,,,-16.25,168.12,11,1909-07-28,0
256010,Tinakula,15197,Confirmed Eruption,,2,,,1909,,8,,1,,Historical Observations,,,,,,,,-10.38,165.8,11,1909-08-01,0
300100,Avachinsky,19097,Confirmed Eruption,,2,,,1909,,8,,1,,Historical Observations,,,,,,,,53.256,158.836,7,1909-08-01,0
357120,Villarrica,12142,Confirmed Eruption,,2,,,1909,,8,,19,,Historical Observations,,1910,,0,,0,,-39.42,-71.93,3,1909-08-19,0
263300,Semeru,13579,Confirmed Eruption,,2,,,1909,,9,,1,,Historical Observations,,1910,,3,,22,,-8.108,112.92,10,1909-09-01,0
311300,Bogoslof,19858,Confirmed Eruption,Tahoma Peak,2,,,1909,,9,,1,,Historical Observations,,1910,,9,,19,,53.93,-168.03,5,1909-09-01,0
264220,Iliboleng,16312,Confirmed Eruption,,2,,,1909,,11,,9,,Historical Observations,,,,,,,,-8.342,123.258,6,1909-11-09,0
383030,Tenerife,13112,Confirmed Eruption,NW rift zone (Chinyero),2,,,1909,,11,,18,,Historical Observations,,1909,,11,,27,,28.271,-16.641,9,1909-11-18,0
264030,Rinjani,16216,Confirmed Eruption,Gunung Barujari,2,,,1909,,11,,30,,Historical Observations,,1909,,12,,2,,-8.42,116.47,6,1909-11-30,0
241080,Tongariro,14565,Confirmed Eruption,Ngauruhoe,2,,,1910,,1,,1,,Historical Observations,,,,,,,,-39.157,175.632,11,1910-01-01,0
263310,Tengger Caldera,16047,Confirmed Eruption,Bromo,2,,,1910,,1,,18,,Historical Observations,,1910,,1,,21,,-7.942,112.95,10,1910-01-18,0
345040,Poas,11154,Confirmed Eruption,,2,,,1910,,1,,25,,Historical Observations,,1910,,2,,0,,10.2,-84.233,14,1910-01-25,0
211060,Etna,13768,Confirmed Eruption,Central Crater,1,,,1910,,2,,21,,Historical Observations,,1910,,2,,21,,37.734,15.004,9,1910-02-21,0
233010,Karthala,14195,Confirmed Eruption,North flank (1300 m),1,,,1910,,3,,1,,Historical Observations,,1910,,3,,0,,-11.75,43.38,2,1910-03-01,0
234010,Heard,14401,Confirmed Eruption,Mawson Peak,2,,,1910,,3,,1,,Historical Observations,,1910,,4,,0,,-53.106,73.513,2,1910-03-01,0
358070,Burney  Monte,12329,Confirmed Eruption,,2,,,1910,,3,,1,,Historical Observations,,,,,,,,-52.33,-73.4,3,1910-03-01,0
211060,Etna,13769,Confirmed Eruption,South flank (2300-1900 m  Mt. Ricco),2,,,1910,,3,,23,,Historical Observations,,1910,,4,,18,,37.734,15.004,9,1910-03-23,0
282110,Asosan,17296,Confirmed Eruption,Naka-dake,2,,,1910,,4,,3,,Historical Observations,,,,,,,,32.884,131.104,8,1910-04-03,0
263090,Tangkubanparahu,15673,Confirmed Eruption,Kawah Ratu B,2,,,1910,,4,,7,,Historical Observations,,1910,,5,,0,,-6.77,107.6,10,1910-04-07,0
264100,Ebulobo,16159,Confirmed Eruption,,2,,,1910,,4,,10,,Historical Observations,,,,,,,,-8.82,121.18,6,1910-04-10,0
211040,Stromboli,13430,Confirmed Eruption,Summit craters and Sciara del Fuoco,3,,,1910,,5,,1,,Historical Observations,,1931,,7,,0,,38.789,15.213,9,1910-05-01,0
373030,Bardarbunga,12886,Confirmed Eruption,Loki-F_grufj_ll (East Loki cauldron),2,,,1910,,6,,18,,Historical Observations,,1910,,10,,0,,64.633,-17.516,9,1910-06-18,0
241050,Okataina,14513,Confirmed Eruption,Waimangu (Echo Crater),1,,,1910,,7,,24,,Historical Observations,,1910,,7,,25,,-38.12,176.5,11,1910-07-24,0
285030,Toya,18599,Confirmed Eruption,Usu North flank (Meiji-Shinzan),2,,,1910,,7,,25,,Historical Observations,,1910,,11,,0,,42.544,140.839,7,1910-07-25,0
300260,Klyuchevskoy,19434,Confirmed Eruption,,2,,,1910,,8,,1,,Historical Observations,,,,,,,,56.056,160.642,7,1910-08-01,0
345040,Poas,11155,Confirmed Eruption,,1,,,1910,,9,,12,,Historical Observations,,1910,,10,,14,,10.2,-84.233,14,1910-09-12,0
241080,Tongariro,14566,Confirmed Eruption,Ngauruhoe,2,,,1910,,10,,1,,Historical Observations,,1911,,1,,0,,-39.157,175.632,11,1910-10-01,0
222160,Meru,14034,Confirmed Eruption,Ash Cone,2,,,1910,,10,,26,,Historical Observations,,1910,,12,,22,,-3.25,36.75,2,1910-10-26,0
283070,Yakedake,17500,Confirmed Eruption,Summit crater (Shoga-ike),2,,,1910,,11,,11,,Historical Observations,,1910,,11,,30,,36.227,137.587,7,1910-11-11,0
266030,Soputan,13588,Confirmed Eruption,NE flank (Aeseput),2,,,1910,,11,,15,45,Historical Observations,,,,,,,,1.112,124.737,6,1910-11-15,0
263300,Semeru,13580,Confirmed Eruption,,2,,,1910,,11,,16,,Historical Observations,,1911,,2,,0,,-8.108,112.92,10,1910-11-16,0
233020,Fournaise  Piton de la,14316,Confirmed Eruption,,2,,,1910,,11,,16,,Historical Observations,,1910,,12,,12,,-21.244,55.708,2,1910-11-16,0
284010,Izu-Oshima,18207,Confirmed Eruption,Mihara-yama,1,,,1910,,12,,1,,Historical Observations,,,,,,,,34.724,139.394,7,1910-12-01,0
211060,Etna,13770,Confirmed Eruption,Central Crater,2,,,1910,,12,,27,,Historical Observations,,1911,,2,,17,,37.734,15.004,9,1910-12-27,0
273070,Taal,16852,Confirmed Eruption,,3,,,1911,,1,,27,,Historical Observations,,1911,,2,,8,,14.002,120.993,8,1911-01-27,0
264050,Sangeang Api,16239,Confirmed Eruption,Doro Api,2,,,1911,,2,,13,,Historical Observations,,1911,,3,,2,,-8.2,119.07,6,1911-02-13,0
382110,Monaco Bank,13044,Confirmed Eruption,,1,,,1911,,3,,7,,Historical Observations,,,,,,,,37.6,-25.88,9,1911-03-07,0
390020,Erebus,13156,Confirmed Eruption,,2,,,1911,,4,,1,,Historical Observations,,1911,,6,,0,,-77.53,167.17,2,1911-04-01,0
315020,Wrangell,20415,Confirmed Eruption,,1,,,1911,,4,,14,,Historical Observations,,1912,,9,?,14,,62.006,-144.017,5,1911-04-14,0
283070,Yakedake,17501,Confirmed Eruption,New summit crater (Inkyo-ko),2,,,1911,,5,,6,,Historical Observations,,1911,,8,?,23,,36.227,137.587,7,1911-05-06,0
243030,Unnamed,14727,Confirmed Eruption,,0,,,1911,,8,,1,,Historical Observations,,,,,,,,-20.85,-175.53,11,1911-08-01,0
223030,Nyiragongo,14097,Confirmed Eruption,Southern pit,1,,,1911,,8,,1,,Historical Observations,,1911,,10,,0,,-1.52,29.25,9,1911-08-01,0
211060,Etna,13773,Confirmed Eruption,Central Crater  NE Crater?,2,,,1911,,8,,1,,Historical Observations,,1911,,9,,26,4,37.734,15.004,9,1911-08-01,0
268030,Ibu,16578,Confirmed Eruption,,2,,,1911,,8,,30,,Historical Observations,,1911,,9,,1,,1.488,127.63,6,1911-08-30,0
355070,San Pedro,11835,Confirmed Eruption,,2,,,1911,,9,,1,,Historical Observations,,,,,,,,-21.88,-68.4,3,1911-09-01,0
268060,Gamalama,16660,Confirmed Eruption,,1,,,1911,,9,,2,,Historical Observations,,1911,,9,,6,,0.8,127.33,6,1911-09-02,0
211060,Etna,13774,Confirmed Eruption,NE flank (2550-1625 m),1,,,1911,,9,,10,,Historical Observations,,1911,,9,,22,,37.734,15.004,9,1911-09-10,0
390020,Erebus,13157,Confirmed Eruption,,2,,,1911,,10,,1,,Historical Observations,,,,,,,,-77.53,167.17,2,1911-10-01,0
266030,Soputan,13589,Confirmed Eruption,NE flank (Aeseput),2,,,1911,,11,,1,,Historical Observations,,1912,,4,,0,,1.112,124.737,6,1911-11-01,0
300260,Klyuchevskoy,19357,Confirmed Eruption,,2,,,1911,,11,,1,,Historical Observations,,,,,,,,56.056,160.642,7,1911-11-01,0
261140,Marapi,15443,Confirmed Eruption,,2,?,,1911,,11,,2,,Historical Observations,,,,,,,,-0.381,100.473,10,1911-11-02,0
390100,Candlemas Island,13224,Confirmed Eruption,NW flank (Lucifer Hill),2,,,1911,,11,,6,,Historical Observations,,,,,,,,-57.08,-26.67,3,1911-11-06,0
263300,Semeru,13581,Confirmed Eruption,,3,,,1911,,11,,8,,Historical Observations,,1911,,12,,0,,-8.108,112.92,10,1911-11-08,0
353050,Negra  Sierra,11706,Confirmed Eruption,,,,,1911,,12,,31,365,Historical Observations,,,,,,,,-0.83,-91.17,14,1911-12-31,0
300130,Karymsky,19161,Confirmed Eruption,,2,,,1912,,1,,1,,Historical Observations,,,,,,,,54.049,159.443,7,1912-01-01,0
343030,Izalco,10810,Confirmed Eruption,Summit and NE flank,2,,,1912,,1,,16,,Historical Observations,,1916,,1,,26,,13.813,-89.633,14,1912-01-16,0
352010,Reventador,11435,Confirmed Eruption,,3,,,1912,,2,,1,,Historical Observations,,1912,,3,,0,,-0.077,-77.656,14,1912-02-01,0
357060,Azul  Cerro,11954,Confirmed Eruption,Quizapu,2,,,1912,,2,,1,,Historical Observations,,,,,,,,-35.653,-70.761,3,1912-02-01,0
283070,Yakedake,17502,Confirmed Eruption,,2,,,1912,,2,,11,,Historical Observations,,1912,,9,?,0,,36.227,137.587,7,1912-02-11,0
284010,Izu-Oshima,18208,Confirmed Eruption,Mihara-yama,1,,,1912,,2,,23,,Historical Observations,,1913,,1,,25,,34.724,139.394,7,1912-02-23,0
241050,Okataina,14514,Confirmed Eruption,Waimangu (Echo Crater),1,,,1912,,4,,1,,Historical Observations,,,,,,,,-38.12,176.5,11,1912-04-01,0
264050,Sangeang Api,16240,Confirmed Eruption,,2,,,1912,,4,,1,,Historical Observations,,,,,,,,-8.2,119.07,6,1912-04-01,0
243040,Hunga Tonga-Hunga Ha'apai,14730,Confirmed Eruption,,2,,,1912,,4,,29,,Historical Observations,,,,,,,,-20.536,-175.382,11,1912-04-29,0
312180,Novarupta,20243,Confirmed Eruption,,6,,,1912,,6,,6,,Historical Observations,,1912,,10,?,0,,58.27,-155.157,5,1912-06-06,0
312170,Katmai,20237,Confirmed Eruption,,3,,,1912,,6,,6,,Historical Observations,,1912,,7,>,21,,58.28,-154.963,5,1912-06-06,0
345020,Rincon de la Vieja,11093,Confirmed Eruption,,3,,,1912,,6,,14,,Historical Observations,,,,,,,,10.83,-85.324,14,1912-06-14,0
211060,Etna,13775,Confirmed Eruption,Central Crater,3,,,1912,,8,,4,,Historical Observations,,1912,,8,,0,,37.734,15.004,9,1912-08-04,0
263300,Semeru,13582,Confirmed Eruption,,2,,,1912,,8,,28,,Historical Observations,,,,,,,,-8.108,112.92,10,1912-08-28,0
243110,Niuafo'ou,14791,Confirmed Eruption,West side  near Alele 'Uta village,2,,,1912,,10,,15,5,Historical Observations,,,,,,,,-15.6,-175.63,11,1912-10-15,0
223020,Nyamuragira,14053,Confirmed Eruption,SW flank (Rumoka)  and summit,3,,,1912,,12,,3,,Historical Observations,,1913,,4,,0,,-1.408,29.2,9,1912-12-03,0
390020,Erebus,13158,Confirmed Eruption,,2,,,1912,,12,,12,,Historical Observations,,,,,,,,-77.53,167.17,2,1912-12-12,0
241080,Tongariro,14567,Confirmed Eruption,Ngauruhoe,2,,,1913,,1,,1,,Historical Observations,,,,,,,,-39.157,175.632,11,1913-01-01,0
300260,Klyuchevskoy,19358,Confirmed Eruption,,2,,,1913,,1,,1,,Historical Observations,,,,,,,,56.056,160.642,7,1913-01-01,0
341040,Colima,10459,Confirmed Eruption,,5,,,1913,,1,,17,,Historical Observations,,1913,,1,,24,,19.514,-103.62,0,1913-01-17,0
241050,Okataina,14515,Confirmed Eruption,Waimangu (Echo Crater),1,,,1913,,1,,27,,Historical Observations,,1913,,1,,27,,-38.12,176.5,11,1913-01-27,0
267040,Awu,16563,Confirmed Eruption,,2,,,1913,,3,,14,,Historical Observations,,1913,,3,,14,,3.67,125.5,6,1913-03-14,0
266030,Soputan,13590,Confirmed Eruption,NE flank (Aeseput),2,,,1913,,4,,1,,Historical Observations,,1913,,7,,0,,1.112,124.737,6,1913-04-01,0
372070,Hekla,12748,Confirmed Eruption,E & NE of Hekla (Mundafit  Lambafit),2,,,1913,,4,,25,,Historical Observations,,1913,,5,,18,,63.983,-19.666,9,1913-04-25,0
241080,Tongariro,14568,Confirmed Eruption,Ngauruhoe,2,,,1913,,5,,1,,Historical Observations,,,,,,,,-39.157,175.632,11,1913-05-01,0
263340,Raung,16122,Confirmed Eruption,,2,,,1913,,5,,10,,Historical Observations,,1913,,12,,0,,-8.119,114.056,6,1913-05-10,0
263300,Semeru,13583,Confirmed Eruption,Jonggring Seloko,2,,,1913,,6,,23,,Historical Observations,,1913,,6,?,26,,-8.108,112.92,10,1913-06-23,0
261140,Marapi,15444,Confirmed Eruption,,2,?,,1913,,6,,23,,Historical Observations,,1913,,7,,31,,-0.381,100.473,10,1913-06-23,0
211020,Vesuvius,13361,Confirmed Eruption,Summit and upper flanks,3,,,1913,,7,,5,,Historical Observations,,1944,,4,,4,,40.821,14.426,9,1913-07-05,0
233020,Fournaise  Piton de la,14317,Confirmed Eruption,,2,,,1913,,7,,10,,Historical Observations,,1913,,8,,3,,-21.244,55.708,2,1913-07-10,0
344100,Masaya,11023,Confirmed Eruption,Santiago,1,?,,1913,,7,,12,,Historical Observations,,,,,,,,11.984,-86.161,14,1913-07-12,0
283070,Yakedake,17503,Confirmed Eruption,Inkyo-ko,2,,,1913,,9,?,1,,Historical Observations,,1914,,1,,13,,36.227,137.587,7,1913-09-01,0
312160,Trident,20223,Confirmed Eruption,,1,,,1913,,9,,1,,Historical Observations,,,,,,,,58.236,-155.1,5,1913-09-01,0
257040,Ambrym,15254,Confirmed Eruption,Benbow  west flank  Marum,3,,,1913,,10,,14,,Historical Observations,,1914,,0,,0,,-16.25,168.12,11,1913-10-14,0
282090,Kirishimayama,17154,Confirmed Eruption,Ohachi,2,,,1913,,11,,8,,Historical Observations,,1914,,1,,8,,31.934,130.862,8,1913-11-08,0
211060,Etna,13776,Confirmed Eruption,Central Crater  NE Crater,2,,,1913,,11,,13,,Historical Observations,,1917,,3,,0,,37.734,15.004,9,1913-11-13,0
282040,Nakanoshima,16952,Confirmed Eruption,On-take,1,,,1914,,1,,1,,Historical Observations,,,,,,,,29.859,129.857,8,1914-01-01,0
282050,Kuchinoerabujima,16968,Confirmed Eruption,Shin-dake,2,?,,1914,,1,,5,,Historical Observations,,,,,,,,30.443,130.217,8,1914-01-05,0
282080,Aira,17077,Confirmed Eruption,West  east and SE flanks,4,,,1914,,1,,12,,Historical Observations,,1915,,5,,0,,31.593,130.657,8,1914-01-12,0
284130,Fukutoku-Oka-no-Ba,18447,Confirmed Eruption,Shin-Iwo-jima,3,,,1914,,1,,13,,Historical Observations,,1914,,8,>,21,,24.285,141.481,1,1914-01-13,0
282110,Asosan,17279,Confirmed Eruption,Naka-dake,2,,,1914,,1,,13,,Historical Observations,,,,,,,,32.884,131.104,8,1914-01-13,0
241050,Okataina,14516,Confirmed Eruption,Waimangu (NW of Fairy Crater),1,,,1914,,1,,28,,Historical Observations,,1914,,2,,0,,-38.12,176.5,11,1914-01-28,0
357150,Puyehue-Cordon Caulle,12210,Confirmed Eruption,CordÑn Caulle,2,,,1914,,2,,8,,Historical Observations,,,,,,,,-40.59,-72.117,3,1914-02-08,0
284010,Izu-Oshima,18209,Confirmed Eruption,Mihara-yama,2,,,1914,,5,,15,,Historical Observations,,1914,,5,,26,,34.724,139.394,7,1914-05-15,0
267010,Ruang,16486,Confirmed Eruption,,2,,,1914,,5,,29,,Historical Observations,,1915,,2,,28,30,2.3,125.37,6,1914-05-29,0
323080,Lassen Volcanic Center,20657,Confirmed Eruption,Lassen Peak,3,,,1914,,5,,30,,Historical Observations,,1917,,6,,29,,40.492,-121.508,0,1914-05-30,0
345040,Poas,11156,Confirmed Eruption,,2,,,1914,,5,,30,,Historical Observations,,,,,,,,10.2,-84.233,14,1914-05-30,0
261150,Tandikat-Singgalang,15482,Confirmed Eruption,Tandikat,1,,,1914,,5,,31,,Historical Observations,,,,,,,,-0.39,100.331,10,1914-05-31,0
290161,Milna,18471,Confirmed Eruption,Goriaschaia Sopka,2,,,1914,,6,,4,,Historical Observations,,1914,,6,,4,,46.815,151.786,7,1914-06-04,0
264180,Lewotobi,16289,Confirmed Eruption,Lewotobi Lakilaki,2,,,1914,,6,,29,,Historical Observations,,,,,,,,-8.542,122.775,6,1914-06-29,0
261140,Marapi,15445,Confirmed Eruption,,2,?,,1914,,7,,1,,Historical Observations,,,,,,,,-0.381,100.473,10,1914-07-01,0
357110,Llaima,12045,Confirmed Eruption,,2,,,1914,,7,,3,,Historical Observations,,,,,,,,-38.692,-71.729,3,1914-07-03,0
312030,Pavlof,20126,Confirmed Eruption,,2,,,1914,,7,,6,,Historical Observations,,,,,,,,55.417,-161.894,5,1914-07-06,0
222120,Lengai  Ol Doinyo,14008,Confirmed Eruption,North Crater,0,,,1914,,8,,15,270,Historical Observations,,1915,,0,,0,,-2.764,35.914,2,1914-08-15,0
241080,Tongariro,14569,Confirmed Eruption,Ngauruhoe,2,,,1914,,9,,1,,Historical Observations,,1914,,10,,0,,-39.157,175.632,11,1914-09-01,0
357060,Azul  Cerro,11956,Confirmed Eruption,Quizapu,3,,,1914,,9,,8,,Historical Observations,,,,,,,,-35.653,-70.761,3,1914-09-08,0
345040,Poas,11157,Confirmed Eruption,,2,,,1914,,10,,8,,Historical Observations,,1915,,5,>,15,,10.2,-84.233,14,1914-10-08,0
344070,Negro  Cerro,10947,Confirmed Eruption,,2,,,1914,,10,,28,,Historical Observations,,1914,,11,,3,,12.506,-86.702,14,1914-10-28,0
282090,Kirishimayama,17155,Confirmed Eruption,Ohachi,,,,1914,,11,,8,,Historical Observations,,,,,,,,31.934,130.862,8,1914-11-08,0
283110,Asamayama,17774,Confirmed Eruption,,2,,,1914,,11,,12,,Historical Observations,,1914,,12,,16,,36.406,138.523,7,1914-11-12,0
332020,Mauna Loa,10215,Confirmed Eruption,Mokuaweoweo,0,,,1914,,11,,25,,Historical Observations,,1915,,1,,11,,19.475,-155.608,5,1914-11-25,0
300260,Klyuchevskoy,19359,Confirmed Eruption,,2,,,1915,,1,,1,,Historical Observations,,,,,,,,56.056,160.642,7,1915-01-01,0
284070,Myojinsho,18313,Confirmed Eruption,11 km east  19 km NE  4 km SW,0,,,1915,,2,,1,,Historical Observations,,1915,,7,,0,,31.888,139.918,7,1915-02-01,0
283070,Yakedake,17504,Confirmed Eruption,,2,?,,1915,,2,,1,,Historical Observations,,1915,,2,,0,,36.227,137.587,7,1915-02-01,0
241050,Okataina,14517,Confirmed Eruption,Waimangu (Echo Crater & NW of Fairy Crater),1,,,1915,,2,,4,,Historical Observations,,1915,,4,,13,,-38.12,176.5,11,1915-02-04,0
390020,Erebus,13159,Confirmed Eruption,,2,,,1915,,3,,22,,Historical Observations,,,,,,,,-77.53,167.17,2,1915-03-22,0
263250,Merapi,15896,Confirmed Eruption,,1,,,1915,,3,,28,,Historical Observations,,1915,,5,,15,,-7.542,110.442,10,1915-03-28,0
266030,Soputan,13591,Confirmed Eruption,NE flank (Aeseput Weru),2,,,1915,,4,,1,,Historical Observations,,1915,,6,,0,,1.112,124.737,6,1915-04-01,0
252120,Ulawun,15040,Confirmed Eruption,,3,,,1915,,4,,1,,Historical Observations,,,,,,,,-5.05,151.33,11,1915-04-01,0
263340,Raung,16123,Confirmed Eruption,,2,,,1915,,5,,1,,Historical Observations,,,,,,,,-8.119,114.056,6,1915-05-01,0
283110,Asamayama,17775,Confirmed Eruption,,1,,,1915,,5,?,13,,Historical Observations,,1915,,8,,27,,36.406,138.523,7,1915-05-13,0
283070,Yakedake,17505,Confirmed Eruption,1911 summit crater  SE flank (Taisho),2,,,1915,,6,,6,,Historical Observations,,1915,,7,,16,,36.227,137.587,7,1915-06-06,0
233020,Fournaise  Piton de la,14319,Confirmed Eruption,Summit  N and NE of Crater Velain,2,,,1915,,7,,22,,Historical Observations,,1915,,11,,21,,-21.244,55.708,2,1915-07-22,0
390020,Erebus,13160,Confirmed Eruption,,2,,,1915,,8,,1,,Historical Observations,,,,,,,,-77.53,167.17,2,1915-08-01,0
284010,Izu-Oshima,18210,Confirmed Eruption,Mihara-yama,2,,,1915,,10,,10,,Historical Observations,,1915,,10,?,25,,34.724,139.394,7,1915-10-10,0
257040,Ambrym,15255,Confirmed Eruption,Marum  crater at SE point,2,,,1915,,10,,20,,Historical Observations,,,,,,,,-16.25,168.12,11,1915-10-20,0
263310,Tengger Caldera,16048,Confirmed Eruption,Bromo,3,,,1915,,11,,1,,Historical Observations,,1916,,6,,0,,-7.942,112.95,10,1915-11-01,0
264030,Rinjani,16217,Confirmed Eruption,Gunung Barujari (Segara Munjar),2,,,1915,,11,,4,,Historical Observations,,,,,,,,-8.42,116.47,6,1915-11-04,0
241050,Okataina,14518,Confirmed Eruption,Waimangu (Echo Crater),1,,,1915,,11,,5,,Historical Observations,,1915,,11,,9,,-38.12,176.5,11,1915-11-05,0
261140,Marapi,15405,Confirmed Eruption,,2,?,,1915,,12,,1,,Historical Observations,,,,,,,,-0.381,100.473,10,1915-12-01,0
273010,Bulusan,16760,Confirmed Eruption,,2,,,1916,,1,,18,,Historical Observations,,1916,,1,,22,,12.77,124.05,6,1916-01-18,0
352080,Tungurahua,11640,Confirmed Eruption,,4,,,1916,,3,,3,,Historical Observations,,1925,,12,,1,30,-1.467,-78.442,14,1916-03-03,0
283070,Yakedake,17506,Confirmed Eruption,Taisho Crater  Inkyo-ko,2,,,1916,,3,,17,,Historical Observations,,1916,,4,?,12,,36.227,137.587,7,1916-03-17,0
282110,Asosan,13833,Confirmed Eruption,Naka-dake,2,,,1916,,4,,19,,Historical Observations,,,,,,,,32.884,131.104,8,1916-04-19,0
261140,Marapi,15446,Confirmed Eruption,,1,,,1916,,5,,5,,Historical Observations,,1916,,7,,7,,-0.381,100.473,10,1916-05-05,0
283110,Asamayama,17776,Confirmed Eruption,,1,,,1916,,5,?,12,,Historical Observations,,1916,,10,,2,,36.406,138.523,7,1916-05-12,0
332020,Mauna Loa,10216,Confirmed Eruption,SW rift zone (3000 and 2250 m),0,,,1916,,5,,19,,Historical Observations,,1916,,5,,30,,19.475,-155.608,5,1916-05-19,0
284080,Sumisujima,18335,Confirmed Eruption,Just west of Smith Rock,0,,,1916,,6,,21,,Historical Observations,,,,,,,,31.44,140.051,7,1916-06-21,0
300060,Mutnovsky,18964,Confirmed Eruption,,2,,,1916,,7,,15,5,Historical Observations,,,,,,,,52.449,158.196,7,1916-07-15,0
263340,Raung,16124,Confirmed Eruption,,2,,,1916,,11,,1,,Historical Observations,,1916,,12,,0,,-8.119,114.056,6,1916-11-01,0
300060,Mutnovsky,18965,Confirmed Eruption,,2,,,1916,,12,,1,,Historical Observations,,,,,,,,52.449,158.196,7,1916-12-01,0
222120,Lengai  Ol Doinyo,14012,Confirmed Eruption,North Crater,3,,,1916,,12,,1,30,Historical Observations,,1917,,6,,0,,-2.764,35.914,2,1916-12-01,0
